Node,forT,P,Q,ValueP,ValueQ
5205,2,0,0,500,500
5205,3,0,0,500,500
5205,4,0,0,500,500
5206,2,0,0,500,500
5206,3,0,0,500,500
5206,4,0,0,500,500
5207,2,0,0,500,500
5207,3,0,0,500,500
5207,4,0,0,500,500
5208,2,0,0,500,500
5208,3,0,0,500,500
5208,4,0,0,500,500
5209,2,0,0,500,500
5209,3,0,0,500,500
5209,4,0,0,500,500
5210,2,0,0,500,500
5210,3,0,0,500,500
5210,4,0,0,500,500
5211,2,-24.87169471,0,500,500
5211,3,-24.82856055,0,500,500
5211,4,-24.7854264,0,500,500
5212,2,0,0,500,500
5212,3,0,0,500,500
5212,4,0,0,500,500
5213,2,0,0,500,500
5213,3,0,0,500,500
5213,4,0,0,500,500
5214,2,32,0,500,500
5214,3,32,0,500,500
5214,4,32,0,500,500
5215,2,0,0,500,500
5215,3,0,0,500,500
5215,4,0,0,500,500
5216,2,0,0,500,500
5216,3,0,0,500,500
5216,4,0,0,500,500
5217,2,0,0,500,500
5217,3,0,0,500,500
5217,4,0,0,500,500
5218,2,39,0,500,500
5218,3,39,0,500,500
5218,4,39,0,500,500
5219,2,0,0,500,500
5219,3,0,0,500,500
5219,4,0,0,500,500
5220,2,0,0,500,500
5220,3,0,0,500,500
5220,4,0,0,500,500
5221,2,0,0,500,500
5221,3,0,0,500,500
5221,4,0,0,500,500
5222,2,0,0,500,500
5222,3,0,0,500,500
5222,4,0,0,500,500
5223,2,121,0,500,500
5223,3,121,0,500,500
5223,4,121,0,500,500
5224,2,0,0,500,500
5224,3,0,0,500,500
5224,4,0,0,500,500
5225,2,0,0,500,500
5225,3,0,0,500,500
5225,4,0,0,500,500
5226,2,0,0,500,500
5226,3,0,0,500,500
5226,4,0,0,500,500
5227,2,0,0,500,500
5227,3,0,0,500,500
5227,4,0,0,500,500
5228,2,0,0,500,500
5228,3,0,0,500,500
5228,4,0,0,500,500
5229,2,0,0,500,500
5229,3,0,0,500,500
5229,4,0,0,500,500
5230,2,0,0,500,500
5230,3,0,0,500,500
5230,4,0,0,500,500
5231,2,0,0,500,500
5231,3,0,0,500,500
5231,4,0,0,500,500
5232,2,0,0,500,500
5232,3,0,0,500,500
5232,4,0,0,500,500
5233,2,0,0,500,500
5233,3,0,0,500,500
5233,4,0,0,500,500
5234,2,0,0,500,500
5234,3,0,0,500,500
5234,4,0,0,500,500
5235,2,17,0,500,500
5235,3,17,0,500,500
5235,4,17,0,500,500
5236,2,0,0,500,500
5236,3,0,0,500,500
5236,4,0,0,500,500
5237,2,0,0,500,500
5237,3,0,0,500,500
5237,4,0,0,500,500
5238,2,0,0,500,500
5238,3,0,0,500,500
5238,4,0,0,500,500
5239,2,0,0,500,500
5239,3,0,0,500,500
5239,4,0,0,500,500
5240,2,0,0,500,500
5240,3,0,0,500,500
5240,4,0,0,500,500
5241,2,24,0,500,500
5241,3,24,0,500,500
5241,4,24,0,500,500
5242,2,0,0,500,500
5242,3,0,0,500,500
5242,4,0,0,500,500
5243,2,0,0,500,500
5243,3,0,0,500,500
5243,4,0,0,500,500
5244,2,0,0,500,500
5244,3,0,0,500,500
5244,4,0,0,500,500
5245,2,0,0,500,500
5245,3,0,0,500,500
5245,4,0,0,500,500
5246,2,28.88503328,0,500,500
5246,3,28.84992002,0,500,500
5246,4,28.80696842,0,500,500
5247,2,0,0,500,500
5247,3,0,0,500,500
5247,4,0,0,500,500
5248,2,-24.87169471,0,500,500
5248,3,-24.82856055,0,500,500
5248,4,-24.7854264,0,500,500
5249,2,0,0,500,500
5249,3,0,0,500,500
5249,4,0,0,500,500
5250,2,0,0,500,500
5250,3,0,0,500,500
5250,4,0,0,500,500
5251,2,31,0,500,500
5251,3,31,0,500,500
5251,4,31,0,500,500
5252,2,0,0,500,500
5252,3,0,0,500,500
5252,4,0,0,500,500
5253,2,0,0,500,500
5253,3,0,0,500,500
5253,4,0,0,500,500
5254,2,0,0,500,500
5254,3,0,0,500,500
5254,4,0,0,500,500
5255,2,0,0,500,500
5255,3,0,0,500,500
5255,4,0,0,500,500
5256,2,0,0,500,500
5256,3,0,0,500,500
5256,4,0,0,500,500
5257,2,220,0,500,500
5257,3,220,0,500,500
5257,4,220,0,500,500
5258,2,0,0,500,500
5258,3,0,0,500,500
5258,4,0,0,500,500
5259,2,0,0,500,500
5259,3,0,0,500,500
5259,4,0,0,500,500
5260,2,0,0,500,500
5260,3,0,0,500,500
5260,4,0,0,500,500
5261,2,0,0,500,500
5261,3,0,0,500,500
5261,4,0,0,500,500
5262,2,0,0,500,500
5262,3,0,0,500,500
5262,4,0,0,500,500
5263,2,0,0,500,500
5263,3,0,0,500,500
5263,4,0,0,500,500
5264,2,0,0,500,500
5264,3,0,0,500,500
5264,4,0,0,500,500
5265,2,0,0,500,500
5265,3,0,0,500,500
5265,4,0,0,500,500
5266,2,36.14320114,0,500,500
5266,3,36.14320114,0,500,500
5266,4,36.14320114,0,500,500
5267,2,0,0,500,500
5267,3,0,0,500,500
5267,4,0,0,500,500
5268,2,0,0,500,500
5268,3,0,0,500,500
5268,4,0,0,500,500
5269,2,0,0,500,500
5269,3,0,0,500,500
5269,4,0,0,500,500
5270,2,0,0,500,500
5270,3,0,0,500,500
5270,4,0,0,500,500
5271,2,0,0,500,500
5271,3,0,0,500,500
5271,4,0,0,500,500
5272,2,0,0,500,500
5272,3,0,0,500,500
5272,4,0,0,500,500
5273,2,0,0,500,500
5273,3,0,0,500,500
5273,4,0,0,500,500
5274,2,11,0,500,500
5274,3,11,0,500,500
5274,4,11,0,500,500
5275,2,0,0,500,500
5275,3,0,0,500,500
5275,4,0,0,500,500
5276,2,0,0,500,500
5276,3,0,0,500,500
5276,4,0,0,500,500
5277,2,0,0,500,500
5277,3,0,0,500,500
5277,4,0,0,500,500
5278,2,0,0,500,500
5278,3,0,0,500,500
5278,4,0,0,500,500
5279,2,0,0,500,500
5279,3,0,0,500,500
5279,4,0,0,500,500
5280,2,0,0,500,500
5280,3,0,0,500,500
5280,4,0,0,500,500
5281,2,0,0,500,500
5281,3,0,0,500,500
5281,4,0,0,500,500
5282,2,0,0,500,500
5282,3,0,0,500,500
5282,4,0,0,500,500
5283,2,0,0,500,500
5283,3,0,0,500,500
5283,4,0,0,500,500
5284,2,0,0,500,500
5284,3,0,0,500,500
5284,4,0,0,500,500
5285,2,0,0,500,500
5285,3,0,0,500,500
5285,4,0,0,500,500
5286,2,0,0,500,500
5286,3,0,0,500,500
5286,4,0,0,500,500
5287,2,0,0,500,500
5287,3,0,0,500,500
5287,4,0,0,500,500
5288,2,0,0,500,500
5288,3,0,0,500,500
5288,4,0,0,500,500
5289,2,0,0,500,500
5289,3,0,0,500,500
5289,4,0,0,500,500
5290,2,0,0,500,500
5290,3,0,0,500,500
5290,4,0,0,500,500
5291,2,-7.361448319,-0.048,500,500
5291,3,-7.358755586,-0.048,500,500
5291,4,-7.35015215,-0.048,500,500
5292,2,0,0,500,500
5292,3,0,0,500,500
5292,4,0,0,500,500
5293,2,0,0,500,500
5293,3,0,0,500,500
5293,4,0,0,500,500
5294,2,0,0,500,500
5294,3,0,0,500,500
5294,4,0,0,500,500
5295,2,0,0,500,500
5295,3,0,0,500,500
5295,4,0,0,500,500
5296,2,0,0,500,500
5296,3,0,0,500,500
5296,4,0,0,500,500
5297,2,0,0,500,500
5297,3,0,0,500,500
5297,4,0,0,500,500
5298,2,0,0,500,500
5298,3,0,0,500,500
5298,4,0,0,500,500
5299,2,0,0,500,500
5299,3,0,0,500,500
5299,4,0,0,500,500
5300,2,0,0,500,500
5300,3,0,0,500,500
5300,4,0,0,500,500
5301,2,240,0,500,500
5301,3,240,0,500,500
5301,4,240,0,500,500
5302,2,0,0,500,500
5302,3,0,0,500,500
5302,4,0,0,500,500
5303,2,0,0,500,500
5303,3,0,0,500,500
5303,4,0,0,500,500
5304,2,0,0,500,500
5304,3,0,0,500,500
5304,4,0,0,500,500
5305,2,0,0,500,500
5305,3,0,0,500,500
5305,4,0,0,500,500
5306,2,0,0,500,500
5306,3,0,0,500,500
5306,4,0,0,500,500
5307,2,0,0,500,500
5307,3,0,0,500,500
5307,4,0,0,500,500
5308,2,10.5,0,500,500
5308,3,10.5,0,500,500
5308,4,10.5,0,500,500
5309,2,0,0,500,500
5309,3,0,0,500,500
5309,4,0,0,500,500
5310,2,0,0,500,500
5310,3,0,0,500,500
5310,4,0,0,500,500
5311,2,0,0,500,500
5311,3,0,0,500,500
5311,4,0,0,500,500
5312,2,0.15,0,500,500
5312,3,0.15,0,500,500
5312,4,0.15,0,500,500
5313,2,848.0120754,0,500,500
5313,3,848.0120754,0,500,500
5313,4,848.0120754,0,500,500
5314,2,0,0,500,500
5314,3,0,0,500,500
5314,4,0,0,500,500
5315,2,0,0,500,500
5315,3,0,0,500,500
5315,4,0,0,500,500
5316,2,0,0,500,500
5316,3,0,0,500,500
5316,4,0,0,500,500
5317,2,0,0,500,500
5317,3,0,0,500,500
5317,4,0,0,500,500
5318,2,0,0,500,500
5318,3,0,0,500,500
5318,4,0,0,500,500
5319,2,0,0,500,500
5319,3,0,0,500,500
5319,4,0,0,500,500
5320,2,0,0,500,500
5320,3,0,0,500,500
5320,4,0,0,500,500
5321,2,0,0,500,500
5321,3,0,0,500,500
5321,4,0,0,500,500
5322,2,0,0,500,500
5322,3,0,0,500,500
5322,4,0,0,500,500
5323,2,0,0,500,500
5323,3,0,0,500,500
5323,4,0,0,500,500
5324,2,0,0,500,500
5324,3,0,0,500,500
5324,4,0,0,500,500
5325,2,13,0,500,500
5325,3,13,0,500,500
5325,4,13,0,500,500
5326,2,0,0,500,500
5326,3,0,0,500,500
5326,4,0,0,500,500
5327,2,0,0,500,500
5327,3,0,0,500,500
5327,4,0,0,500,500
5328,2,0,0,500,500
5328,3,0,0,500,500
5328,4,0,0,500,500
5329,2,0,0,500,500
5329,3,0,0,500,500
5329,4,0,0,500,500
5330,2,0,0,500,500
5330,3,0,0,500,500
5330,4,0,0,500,500
5331,2,0,0,500,500
5331,3,0,0,500,500
5331,4,0,0,500,500
5332,2,0,0,500,500
5332,3,0,0,500,500
5332,4,0,0,500,500
5333,2,0,0,500,500
5333,3,0,0,500,500
5333,4,0,0,500,500
5334,2,0,0,500,500
5334,3,0,0,500,500
5334,4,0,0,500,500
5335,2,0,0,500,500
5335,3,0,0,500,500
5335,4,0,0,500,500
5336,2,0,0,500,500
5336,3,0,0,500,500
5336,4,0,0,500,500
5337,2,0,0,500,500
5337,3,0,0,500,500
5337,4,0,0,500,500
5338,2,0,0,500,500
5338,3,0,0,500,500
5338,4,0,0,500,500
5339,2,0,0,500,500
5339,3,0,0,500,500
5339,4,0,0,500,500
5340,2,120,0,500,500
5340,3,120,0,500,500
5340,4,120,0,500,500
5341,2,0,0,500,500
5341,3,0,0,500,500
5341,4,0,0,500,500
5342,2,0,0,500,500
5342,3,0,0,500,500
5342,4,0,0,500,500
5343,2,0,0,500,500
5343,3,0,0,500,500
5343,4,0,0,500,500
5344,2,28,0,500,500
5344,3,28,0,500,500
5344,4,28,0,500,500
5345,2,0,0,500,500
5345,3,0,0,500,500
5345,4,0,0,500,500
5346,2,0,0,500,500
5346,3,0,0,500,500
5346,4,0,0,500,500
5347,2,8,0,500,500
5347,3,8,0,500,500
5347,4,8,0,500,500
5348,2,0,0,500,500
5348,3,0,0,500,500
5348,4,0,0,500,500
5349,2,0,0,500,500
5349,3,0,0,500,500
5349,4,0,0,500,500
5350,2,-7.242204843,-0.042,500,500
5350,3,-7.239237003,-0.042,500,500
5350,4,-7.230832207,-0.042,500,500
5351,2,0,0,500,500
5351,3,0,0,500,500
5351,4,0,0,500,500
5352,2,0,0,500,500
5352,3,0,0,500,500
5352,4,0,0,500,500
5353,2,0,0,500,500
5353,3,0,0,500,500
5353,4,0,0,500,500
5354,2,0,0,500,500
5354,3,0,0,500,500
5354,4,0,0,500,500
5355,2,0,0,500,500
5355,3,0,0,500,500
5355,4,0,0,500,500
5356,2,0,0,500,500
5356,3,0,0,500,500
5356,4,0,0,500,500
5357,2,0,0,500,500
5357,3,0,0,500,500
5357,4,0,0,500,500
5358,2,0.5,0,500,500
5358,3,0.5,0,500,500
5358,4,0.5,0,500,500
5360,2,-8.549848567,0,500,500
5360,3,-8.527611485,0,500,500
5360,4,-8.510039259,0,500,500
5361,2,0,0,500,500
5361,3,0,0,500,500
5361,4,0,0,500,500
5362,2,0,0,500,500
5362,3,0,0,500,500
5362,4,0,0,500,500
5363,2,12,0,500,500
5363,3,12,0,500,500
5363,4,12,0,500,500
5364,2,0,0,500,500
5364,3,0,0,500,500
5364,4,0,0,500,500
5365,2,0,0,500,500
5365,3,0,0,500,500
5365,4,0,0,500,500
5366,2,0,0,500,500
5366,3,0,0,500,500
5366,4,0,0,500,500
5367,2,0,0,500,500
5367,3,0,0,500,500
5367,4,0,0,500,500
5368,2,0,0,500,500
5368,3,0,0,500,500
5368,4,0,0,500,500
5369,2,0,0,500,500
5369,3,0,0,500,500
5369,4,0,0,500,500
5372,2,0,0,500,500
5372,3,0,0,500,500
5372,4,0,0,500,500
5374,2,0,0,500,500
5374,3,0,0,500,500
5374,4,0,0,500,500
5375,2,0,0,500,500
5375,3,0,0,500,500
5375,4,0,0,500,500
5376,2,17,0,500,500
5376,3,17,0,500,500
5376,4,17,0,500,500
5377,2,0,0,500,500
5377,3,0,0,500,500
5377,4,0,0,500,500
5378,2,0,0,500,500
5378,3,0,0,500,500
5378,4,0,0,500,500
5379,2,0,0,500,500
5379,3,0,0,500,500
5379,4,0,0,500,500
5380,2,0,0,500,500
5380,3,0,0,500,500
5380,4,0,0,500,500
5381,2,0,0,500,500
5381,3,0,0,500,500
5381,4,0,0,500,500
5382,2,1.747048846,0,500,500
5382,3,1.714505875,0,500,500
5382,4,1.674698332,0,500,500
5383,2,2.7,0,500,500
5383,3,2.7,0,500,500
5383,4,2.7,0,500,500
5386,2,0,0,500,500
5386,3,0,0,500,500
5386,4,0,0,500,500
5387,2,0,0,500,500
5387,3,0,0,500,500
5387,4,0,0,500,500
5388,2,0,0,500,500
5388,3,0,0,500,500
5388,4,0,0,500,500
5389,2,0,0,500,500
5389,3,0,0,500,500
5389,4,0,0,500,500
5390,2,0,0,500,500
5390,3,0,0,500,500
5390,4,0,0,500,500
5391,2,0.3,0,500,500
5391,3,0.3,0,500,500
5391,4,0.3,0,500,500
5392,2,0,0,500,500
5392,3,0,0,500,500
5392,4,0,0,500,500
5393,2,0,0,500,500
5393,3,0,0,500,500
5393,4,0,0,500,500
5394,2,0,0,500,500
5394,3,0,0,500,500
5394,4,0,0,500,500
5395,2,0,0,500,500
5395,3,0,0,500,500
5395,4,0,0,500,500
5396,2,0,0,500,500
5396,3,0,0,500,500
5396,4,0,0,500,500
5397,2,0,0,500,500
5397,3,0,0,500,500
5397,4,0,0,500,500
5398,2,0,0,500,500
5398,3,0,0,500,500
5398,4,0,0,500,500
5399,2,0,0,500,500
5399,3,0,0,500,500
5399,4,0,0,500,500
5400,2,0,0,500,500
5400,3,0,0,500,500
5400,4,0,0,500,500
5402,2,0,0,500,500
5402,3,0,0,500,500
5402,4,0,0,500,500
5403,2,0,0,500,500
5403,3,0,0,500,500
5403,4,0,0,500,500
5404,2,0,0,500,500
5404,3,0,0,500,500
5404,4,0,0,500,500
5405,2,0,0,500,500
5405,3,0,0,500,500
5405,4,0,0,500,500
5406,2,0,0,500,500
5406,3,0,0,500,500
5406,4,0,0,500,500
5407,2,0,0,500,500
5407,3,0,0,500,500
5407,4,0,0,500,500
5408,2,0,0,500,500
5408,3,0,0,500,500
5408,4,0,0,500,500
5409,2,0,0,500,500
5409,3,0,0,500,500
5409,4,0,0,500,500
5410,2,0,0,500,500
5410,3,0,0,500,500
5410,4,0,0,500,500
5411,2,0,0,500,500
5411,3,0,0,500,500
5411,4,0,0,500,500
5412,2,36.52273348,0,500,500
5412,3,36.52273348,0,500,500
5412,4,36.52273348,0,500,500
5413,2,0,0,500,500
5413,3,0,0,500,500
5413,4,0,0,500,500
5414,2,79.63207511,0,500,500
5414,3,79.63207511,0,500,500
5414,4,79.63207511,0,500,500
5415,2,0,0,500,500
5415,3,0,0,500,500
5415,4,0,0,500,500
5416,2,0,0,500,500
5416,3,0,0,500,500
5416,4,0,0,500,500
5417,2,0,0,500,500
5417,3,0,0,500,500
5417,4,0,0,500,500
5418,2,0,0,500,500
5418,3,0,0,500,500
5418,4,0,0,500,500
5419,2,0,0,500,500
5419,3,0,0,500,500
5419,4,0,0,500,500
5420,2,0,0,500,500
5420,3,0,0,500,500
5420,4,0,0,500,500
5421,2,0,0,500,500
5421,3,0,0,500,500
5421,4,0,0,500,500
5422,2,0,0,500,500
5422,3,0,0,500,500
5422,4,0,0,500,500
5423,2,0,0,500,500
5423,3,0,0,500,500
5423,4,0,0,500,500
5424,2,0,0,500,500
5424,3,0,0,500,500
5424,4,0,0,500,500
5425,2,0,0,500,500
5425,3,0,0,500,500
5425,4,0,0,500,500
5426,2,0,0,500,500
5426,3,0,0,500,500
5426,4,0,0,500,500
5427,2,0,0,500,500
5427,3,0,0,500,500
5427,4,0,0,500,500
5428,2,0,0,500,500
5428,3,0,0,500,500
5428,4,0,0,500,500
5429,2,0,0,500,500
5429,3,0,0,500,500
5429,4,0,0,500,500
5430,2,0,0,500,500
5430,3,0,0,500,500
5430,4,0,0,500,500
5431,2,0,0,500,500
5431,3,0,0,500,500
5431,4,0,0,500,500
5432,2,0,0,500,500
5432,3,0,0,500,500
5432,4,0,0,500,500
5433,2,0,0,500,500
5433,3,0,0,500,500
5433,4,0,0,500,500
5434,2,0,0,500,500
5434,3,0,0,500,500
5434,4,0,0,500,500
5435,2,0,0,500,500
5435,3,0,0,500,500
5435,4,0,0,500,500
5436,2,-12.36241132,-0.069,500,500
5436,3,-12.34878968,-0.069,500,500
5436,4,-12.33156146,-0.069,500,500
5437,2,0,0,500,500
5437,3,0,0,500,500
5437,4,0,0,500,500
5438,2,0,0,500,500
5438,3,0,0,500,500
5438,4,0,0,500,500
5439,2,0,0,500,500
5439,3,0,0,500,500
5439,4,0,0,500,500
5440,2,0,0,500,500
5440,3,0,0,500,500
5440,4,0,0,500,500
5441,2,0,0,500,500
5441,3,0,0,500,500
5441,4,0,0,500,500
5442,2,0,0,500,500
5442,3,0,0,500,500
5442,4,0,0,500,500
5443,2,0,0,500,500
5443,3,0,0,500,500
5443,4,0,0,500,500
5444,2,0,0,500,500
5444,3,0,0,500,500
5444,4,0,0,500,500
5445,2,0,0,500,500
5445,3,0,0,500,500
5445,4,0,0,500,500
5446,2,0,0,500,500
5446,3,0,0,500,500
5446,4,0,0,500,500
5447,2,32,0,500,500
5447,3,32,0,500,500
5447,4,32,0,500,500
5448,2,0,0,500,500
5448,3,0,0,500,500
5448,4,0,0,500,500
5449,2,0,0,500,500
5449,3,0,0,500,500
5449,4,0,0,500,500
5450,2,0,0,500,500
5450,3,0,0,500,500
5450,4,0,0,500,500
5451,2,0,0,500,500
5451,3,0,0,500,500
5451,4,0,0,500,500
5452,2,0,0,500,500
5452,3,0,0,500,500
5452,4,0,0,500,500
5453,2,0,0,500,500
5453,3,0,0,500,500
5453,4,0,0,500,500
5454,2,0,0,500,500
5454,3,0,0,500,500
5454,4,0,0,500,500
5455,2,0,0,500,500
5455,3,0,0,500,500
5455,4,0,0,500,500
5456,2,0,0,500,500
5456,3,0,0,500,500
5456,4,0,0,500,500
5457,2,0,0,500,500
5457,3,0,0,500,500
5457,4,0,0,500,500
5458,2,0,0,500,500
5458,3,0,0,500,500
5458,4,0,0,500,500
5459,2,0,0,500,500
5459,3,0,0,500,500
5459,4,0,0,500,500
5460,2,26,0,500,500
5460,3,26,0,500,500
5460,4,26,0,500,500
5461,2,0,0,500,500
5461,3,0,0,500,500
5461,4,0,0,500,500
5462,2,8.7,0,500,500
5462,3,8.7,0,500,500
5462,4,8.7,0,500,500
5463,2,0,0,500,500
5463,3,0,0,500,500
5463,4,0,0,500,500
5464,2,0,0,500,500
5464,3,0,0,500,500
5464,4,0,0,500,500
5465,2,0,0,500,500
5465,3,0,0,500,500
5465,4,0,0,500,500
5466,2,0,0,500,500
5466,3,0,0,500,500
5466,4,0,0,500,500
5467,2,-7.721123258,-0.036,500,500
5467,3,-7.715571118,-0.036,500,500
5467,4,-7.707113225,-0.036,500,500
5468,2,0,0,500,500
5468,3,0,0,500,500
5468,4,0,0,500,500
5469,2,0,0,500,500
5469,3,0,0,500,500
5469,4,0,0,500,500
5470,2,0,0,500,500
5470,3,0,0,500,500
5470,4,0,0,500,500
5471,2,0,0,500,500
5471,3,0,0,500,500
5471,4,0,0,500,500
5472,2,0,0,500,500
5472,3,0,0,500,500
5472,4,0,0,500,500
5473,2,0,0,500,500
5473,3,0,0,500,500
5473,4,0,0,500,500
5474,2,0,0,500,500
5474,3,0,0,500,500
5474,4,0,0,500,500
5475,2,0,0,500,500
5475,3,0,0,500,500
5475,4,0,0,500,500
5476,2,0,0,500,500
5476,3,0,0,500,500
5476,4,0,0,500,500
5477,2,0,0,500,500
5477,3,0,0,500,500
5477,4,0,0,500,500
5478,2,0,0,500,500
5478,3,0,0,500,500
5478,4,0,0,500,500
5479,2,15,0,500,500
5479,3,15,0,500,500
5479,4,15,0,500,500
5480,2,0,0,500,500
5480,3,0,0,500,500
5480,4,0,0,500,500
5481,2,0,0,500,500
5481,3,0,0,500,500
5481,4,0,0,500,500
5482,2,0,0,500,500
5482,3,0,0,500,500
5482,4,0,0,500,500
5483,2,0,0,500,500
5483,3,0,0,500,500
5483,4,0,0,500,500
5484,2,30,0,500,500
5484,3,30,0,500,500
5484,4,30,0,500,500
5485,2,0,0,500,500
5485,3,0,0,500,500
5485,4,0,0,500,500
5486,2,0,0,500,500
5486,3,0,0,500,500
5486,4,0,0,500,500
5487,2,0,0,500,500
5487,3,0,0,500,500
5487,4,0,0,500,500
5488,2,0,0,500,500
5488,3,0,0,500,500
5488,4,0,0,500,500
5489,2,0,0,500,500
5489,3,0,0,500,500
5489,4,0,0,500,500
5490,2,0,0,500,500
5490,3,0,0,500,500
5490,4,0,0,500,500
5491,2,0,0,500,500
5491,3,0,0,500,500
5491,4,0,0,500,500
5492,2,0,0,500,500
5492,3,0,0,500,500
5492,4,0,0,500,500
5493,2,0,0,500,500
5493,3,0,0,500,500
5493,4,0,0,500,500
5494,2,0,0,500,500
5494,3,0,0,500,500
5494,4,0,0,500,500
5495,2,0,0,500,500
5495,3,0,0,500,500
5495,4,0,0,500,500
5496,2,0,0,500,500
5496,3,0,0,500,500
5496,4,0,0,500,500
5497,2,0,0,500,500
5497,3,0,0,500,500
5497,4,0,0,500,500
5498,2,16,0,500,500
5498,3,16,0,500,500
5498,4,16,0,500,500
5499,2,0,0,500,500
5499,3,0,0,500,500
5499,4,0,0,500,500
5500,2,0,0,500,500
5500,3,0,0,500,500
5500,4,0,0,500,500
5501,2,0,0,500,500
5501,3,0,0,500,500
5501,4,0,0,500,500
5502,2,0,0,500,500
5502,3,0,0,500,500
5502,4,0,0,500,500
5503,2,0,0,500,500
5503,3,0,0,500,500
5503,4,0,0,500,500
5504,2,0,0,500,500
5504,3,0,0,500,500
5504,4,0,0,500,500
5505,2,0,0,500,500
5505,3,0,0,500,500
5505,4,0,0,500,500
5506,2,0,0,500,500
5506,3,0,0,500,500
5506,4,0,0,500,500
5507,2,0,0,500,500
5507,3,0,0,500,500
5507,4,0,0,500,500
5508,2,0,0,500,500
5508,3,0,0,500,500
5508,4,0,0,500,500
5509,2,0,0,500,500
5509,3,0,0,500,500
5509,4,0,0,500,500
5510,2,0,0,500,500
5510,3,0,0,500,500
5510,4,0,0,500,500
5511,2,94,0,500,500
5511,3,94,0,500,500
5511,4,94,0,500,500
5512,2,0,0,500,500
5512,3,0,0,500,500
5512,4,0,0,500,500
5513,2,0,0,500,500
5513,3,0,0,500,500
5513,4,0,0,500,500
5514,2,0,0,500,500
5514,3,0,0,500,500
5514,4,0,0,500,500
5515,2,0,0,500,500
5515,3,0,0,500,500
5515,4,0,0,500,500
5516,2,0,0,500,500
5516,3,0,0,500,500
5516,4,0,0,500,500
5517,2,-15.21685485,-0.0675,500,500
5517,3,-15.1967243,-0.0675,500,500
5517,4,-15.1777391,-0.0675,500,500
5518,2,0,0,500,500
5518,3,0,0,500,500
5518,4,0,0,500,500
5519,2,135,0,500,500
5519,3,135,0,500,500
5519,4,135,0,500,500
5520,2,0,0,500,500
5520,3,0,0,500,500
5520,4,0,0,500,500
5521,2,0,0,500,500
5521,3,0,0,500,500
5521,4,0,0,500,500
5522,2,0,0,500,500
5522,3,0,0,500,500
5522,4,0,0,500,500
5523,2,0,0,500,500
5523,3,0,0,500,500
5523,4,0,0,500,500
5524,2,9,0,500,500
5524,3,9,0,500,500
5524,4,9,0,500,500
5525,2,0,0,500,500
5525,3,0,0,500,500
5525,4,0,0,500,500
5526,2,11.7,0,500,500
5526,3,11.7,0,500,500
5526,4,11.7,0,500,500
5527,2,0,0,500,500
5527,3,0,0,500,500
5527,4,0,0,500,500
5528,2,-12.50293912,-0.0585,500,500
5528,3,-12.49698337,-0.0585,500,500
5528,4,-12.49411219,-0.0585,500,500
5529,2,0,0,500,500
5529,3,0,0,500,500
5529,4,0,0,500,500
5530,2,2.3995217,0,500,500
5530,3,2.354824858,0,500,500
5530,4,2.300150335,0,500,500
5531,2,18.2,0,500,500
5531,3,18.2,0,500,500
5531,4,18.2,0,500,500
5532,2,0,0,500,500
5532,3,0,0,500,500
5532,4,0,0,500,500
5533,2,0,0,500,500
5533,3,0,0,500,500
5533,4,0,0,500,500
5534,2,0,0,500,500
5534,3,0,0,500,500
5534,4,0,0,500,500
5536,2,0,0,500,500
5536,3,0,0,500,500
5536,4,0,0,500,500
5537,2,0,0,500,500
5537,3,0,0,500,500
5537,4,0,0,500,500
5538,2,0,0,500,500
5538,3,0,0,500,500
5538,4,0,0,500,500
5539,2,0,0,500,500
5539,3,0,0,500,500
5539,4,0,0,500,500
5540,2,0,0,500,500
5540,3,0,0,500,500
5540,4,0,0,500,500
5541,2,0,0,500,500
5541,3,0,0,500,500
5541,4,0,0,500,500
5543,2,0,0,500,500
5543,3,0,0,500,500
5543,4,0,0,500,500
5544,2,0,0,500,500
5544,3,0,0,500,500
5544,4,0,0,500,500
5545,2,17.2,0,500,500
5545,3,17.2,0,500,500
5545,4,17.2,0,500,500
5546,2,0,0,500,500
5546,3,0,0,500,500
5546,4,0,0,500,500
5547,2,0,0,500,500
5547,3,0,0,500,500
5547,4,0,0,500,500
5548,2,0,0,500,500
5548,3,0,0,500,500
5548,4,0,0,500,500
5549,2,0,0,500,500
5549,3,0,0,500,500
5549,4,0,0,500,500
5550,2,0,0,500,500
5550,3,0,0,500,500
5550,4,0,0,500,500
5551,2,0,0,500,500
5551,3,0,0,500,500
5551,4,0,0,500,500
5552,2,30,0,500,500
5552,3,30,0,500,500
5552,4,30,0,500,500
5553,2,0,0,500,500
5553,3,0,0,500,500
5553,4,0,0,500,500
5554,2,0,0,500,500
5554,3,0,0,500,500
5554,4,0,0,500,500
5555,2,0,0,500,500
5555,3,0,0,500,500
5555,4,0,0,500,500
5556,2,0,0,500,500
5556,3,0,0,500,500
5556,4,0,0,500,500
5557,2,0,0,500,500
5557,3,0,0,500,500
5557,4,0,0,500,500
5558,2,0,0,500,500
5558,3,0,0,500,500
5558,4,0,0,500,500
5559,2,0,0,500,500
5559,3,0,0,500,500
5559,4,0,0,500,500
5560,2,0,0,500,500
5560,3,0,0,500,500
5560,4,0,0,500,500
5561,2,0,0,500,500
5561,3,0,0,500,500
5561,4,0,0,500,500
5562,2,0,0,500,500
5562,3,0,0,500,500
5562,4,0,0,500,500
5563,2,0,0,500,500
5563,3,0,0,500,500
