QtBids,QBid,forT
230064,765964,90
230065,765966,90
230065,765967,91
230065,765968,92
230066,765970,90
230068,765973,90
230068,765974,91
230069,765976,90
230070,765978,90
230070,765979,91
230071,765981,90
230071,765982,91
230071,765983,92
230074,765987,90
230074,765988,91
230075,765990,90
230076,765992,90
230076,765993,91
230076,765994,92
230078,765997,90
230078,765998,91
230079,766000,90
230079,766001,91
230079,766002,92
230080,766004,90
230082,766007,90
230082,766008,91
230082,766009,92
230083,766011,90
230084,766013,90
230084,766014,91
230086,766017,90
230086,766018,91
230086,766019,92
230087,766021,90
230087,766022,91
230088,766024,90
230089,766026,90
230090,766028,90
230090,766029,91
230092,766032,90
230092,766033,91
230092,766034,92
230009,765821,90
230009,765822,91
230009,765823,92
230010,765825,90
230010,765826,91
230010,765827,92
230011,765829,90
230011,765830,91
230012,765832,90
230012,765833,91
230012,765834,92
230097,766051,90
230097,766052,91
230097,766053,92
230098,766055,90
230098,766056,91
230100,766059,90
230101,766061,90
230101,766062,91
230101,766063,92
230102,766065,90
230102,766066,91
230102,766067,92
230103,766069,90
230104,766071,90
230104,766072,91
230106,766075,90
230106,766076,91
230106,766077,92
230107,766079,90
230107,766080,91
230108,766082,90
230109,766084,90
230109,766085,91
230110,766087,90
230110,766088,91
230110,766089,92
230111,766091,90
230113,766094,90
230113,766095,91
230113,766096,92
230114,766098,90
230114,766099,91
230114,766100,92
230115,766102,90
230115,766103,91
230116,766105,90
230117,766107,90
230118,766109,90
230118,766110,91
230118,766111,92
230120,766114,90
230120,766115,91
230121,766117,90
230122,766119,90
230122,766120,91
230123,766122,90
230123,766123,91
230123,766124,92
230125,766127,90
230126,766129,90
230126,766130,91
230128,766133,90
230128,766134,91
230128,766135,92
230129,766137,90
230131,766140,90
230131,766141,91
230131,766142,92
230132,766144,90
230132,766145,91
230134,766148,90
230134,766149,91
230134,766150,92
230135,766152,90
230135,766153,91
230136,766155,90
230138,766158,90
230138,766159,91
230139,766161,90
230140,766163,90
230140,766164,91
230140,766165,92
230141,766167,90
230141,766168,91
230143,766171,90
230143,766172,91
230143,766173,92
230144,766175,90
230145,766177,90
230145,766178,91
230146,766180,90
230147,766182,90
230147,766183,91
230147,766184,92
230149,766187,90
230149,766188,91
230149,766189,92
230150,766191,90
230150,766192,91
230150,766193,92
230151,766195,90
230151,766196,91
230151,766197,92
230152,766199,90
230152,766200,91
230153,766202,90
230153,766203,91
230154,766205,90
230154,766206,91
230154,766207,92
230156,766210,90
230157,766212,90
230157,766213,91
230157,766214,92
230158,766216,90
230158,766217,91
230158,766218,92
230159,766220,90
230160,766222,90
230160,766223,91
230161,766225,90
230161,766226,91
230161,766227,92
230163,766230,90
230164,766232,90
230164,766233,91
230093,766036,90
230093,766037,91
230094,766039,90
230094,766040,91
230094,766041,92
230095,766043,90
230095,766044,91
230095,766045,92
230096,766047,90
230096,766048,91
230096,766049,92
230170,766251,90
230170,766252,91
230170,766253,92
230171,766255,90
230172,766257,90
230172,766258,91
230173,766260,90
230173,766261,91
230173,766262,92
230174,766264,90
230174,766265,91
230175,766267,90
230177,766270,90
230179,766273,90
230179,766274,91
230180,766276,90
230180,766277,91
230180,766278,92
230181,766280,90
230181,766281,91
230182,766283,90
230182,766284,91
230182,766285,92
230184,766288,90
230185,766290,90
230185,766291,91
230187,766294,90
230187,766295,91
230187,766296,92
230188,766298,90
230189,766300,90
230191,766303,90
230191,766304,91
230191,766305,92
230192,766307,90
230192,766308,91
230193,766310,90
230195,766313,90
230195,766314,91
230196,766316,90
230196,766317,91
230196,766318,92
230197,766320,90
230198,766322,90
230198,766323,91
230200,766326,90
230200,766327,91
230200,766328,92
230201,766330,90
230201,766331,91
230203,766334,90
230204,766336,90
230204,766337,91
230204,766338,92
230205,766340,90
230205,766341,91
230206,766343,90
230206,766344,91
230206,766345,92
230207,766347,90
230209,766350,90
230211,766353,90
230211,766354,91
230211,766355,92
230212,766357,90
230212,766358,91
230213,766360,90
230213,766361,91
230215,766364,90
230215,766365,91
230215,766366,92
230216,766368,90
230217,766370,90
230217,766371,91
230218,766373,90
230218,766374,91
230218,766375,92
230219,766377,90
230221,766380,90
230222,766382,90
230222,766383,91
230222,766384,92
230223,766386,90
230223,766387,91
230226,766391,90
230227,766393,90
230227,766394,91
230227,766395,92
230228,766397,90
230228,766398,91
230229,766400,90
230229,766401,91
230229,766402,92
230230,766404,90
230230,766405,91
230231,766407,90
230233,766410,90
230233,766411,91
230233,766412,92
230234,766414,90
230234,766415,91
230235,766417,90
230237,766420,90
230237,766421,91
230237,766422,92
230238,766424,90
230239,766426,90
230239,766427,91
230241,766430,90
230241,766431,91
230242,766433,90
230243,766435,90
230243,766436,91
230243,766437,92
230245,766440,90
230247,766443,90
230247,766444,91
230248,766446,90
230248,766447,91
230248,766448,92
230249,766450,90
230250,766452,90
230250,766453,91
230251,766455,90
230251,766456,91
230251,766457,92
230254,766461,90
230254,766462,91
230255,766464,90
230256,766466,90
230256,766467,91
230256,766468,92
230258,766471,90
230258,766472,91
230259,766474,90
230259,766475,91
230259,766476,92
230260,766478,90
230261,766480,90
230262,766482,90
230262,766483,91
230262,766484,92
230264,766487,90
230264,766488,91
230265,766490,90
230265,766491,91
230267,766494,90
230267,766495,91
230267,766496,92
230268,766498,90
230269,766500,90
230269,766501,91
230270,766503,90
230272,766506,90
230272,766507,91
230272,766508,92
230273,766510,90
230275,766513,90
230275,766514,91
230276,766516,90
230276,766517,91
230276,766518,92
230278,766521,90
230278,766522,91
230279,766524,90
230280,766526,90
230280,766527,91
230280,766528,92
230281,766530,90
230282,766532,90
230282,766533,91
230283,766535,90
230283,766536,91
230283,766537,92
230284,766539,90
230284,766540,91
230284,766541,92
230285,766543,90
230285,766544,91
230285,766545,92
230286,766547,90
230286,766548,91
230288,766551,90
230290,766554,90
230290,766555,91
230291,766557,90
230291,766558,91
230291,766559,92
230292,766561,90
230293,766563,90
230293,766564,91
230294,766566,90
230295,766568,90
230295,766569,91
230295,766570,92
230297,766573,90
230297,766574,91
230297,766575,92
230299,766578,90
230299,766579,91
230300,766581,90
230301,766583,90
230301,766584,91
230301,766585,92
230302,766587,90
230302,766588,91
230303,766590,90
230306,766594,90
230307,766596,90
230307,766597,91
230308,766599,90
230308,766600,91
230308,766601,92
230309,766603,90
230310,766605,90
230310,766606,91
230312,766609,90
230312,766610,91
230312,766611,92
230313,766613,90
230313,766614,91
230314,766616,90
230315,766618,90
230315,766619,91
230315,766620,92
230317,766623,90
230317,766624,91
230318,766626,90
230318,766627,91
230318,766628,92
230320,766631,90
230321,766633,90
230321,766634,91
230322,766636,90
230324,766639,90
230324,766640,91
230324,766641,92
230326,766644,90
230326,766645,91
230327,766647,90
230327,766648,91
230327,766649,92
230328,766651,90
230330,766654,90
230330,766655,91
230330,766656,92
230331,766658,90
230332,766660,90
230332,766661,91
230333,766663,90
230335,766666,90
230335,766667,91
230336,766669,90
230336,766670,91
230336,766671,92
230337,766673,90
230337,766674,91
230338,766676,90
230338,766677,91
230338,766678,92
230340,766681,90
230341,766683,90
230341,766684,91
230341,766685,92
230342,766687,90
230342,766688,91
230343,766690,90
230345,766693,90
230345,766694,91
230347,766697,90
230348,766699,90
230348,766700,91
230348,766701,92
230349,766703,90
230349,766704,91
230351,766707,90
230352,766709,90
230352,766710,91
230352,766711,92
230353,766713,90
230353,766714,91
230354,766716,90
230355,766718,90
230355,766719,91
230355,766720,92
230357,766723,90
230358,766725,90
230358,766726,91
230358,766727,92
230360,766730,90
230360,766731,91
230361,766733,90
230362,766735,90
230362,766736,91
230362,766737,92
230363,766739,90
230363,766740,91
230365,766743,90
230365,766744,91
230365,766745,92
230366,766747,90
230368,766750,90
230368,766751,91
230369,766753,90
230370,766755,90
230370,766756,91
230370,766757,92
230372,766760,90
230372,766761,91
230374,766764,90
230374,766765,91
230374,766766,92
230375,766768,90
230376,766770,90
230376,766771,91
230378,766774,90
230378,766775,91
230379,766777,90
230380,766779,90
230380,766780,91
230380,766781,92
230381,766783,90
230381,766784,91
230381,766785,92
230383,766788,90
230383,766789,91
230384,766791,90
230385,766793,90
230385,766794,91
230385,766795,92
230386,766797,90
230388,766800,90
230388,766801,91
230389,766803,90
230389,766804,91
230389,766805,92
230391,766808,90
230392,766810,90
230392,766811,91
230393,766813,90
230394,766815,90
230394,766816,91
230396,766819,90
230396,766820,91
230396,766821,92
230397,766823,90
230397,766824,91
230398,766826,90
230399,766828,90
230399,766829,91
230399,766830,92
230401,766833,90
230403,766836,90
230403,766837,91
230403,766838,92
230404,766840,90
230404,766841,91
230405,766843,90
230405,766844,91
230405,766845,92
230407,766848,90
230408,766850,90
230408,766851,91
230409,766853,90
230409,766854,91
230409,766855,92
230411,766858,90
230412,766860,90
230412,766861,91
230414,766864,90
230415,766866,90
230415,766867,91
230415,766868,92
230416,766870,90
230416,766871,91
230417,766873,90
230417,766874,91
230419,766877,90
230419,766878,91
230419,766879,92
230420,766881,90
230421,766883,90
230421,766884,91
230421,766885,92
230422,766887,90
230424,766890,90
230424,766891,91
230426,766894,90
230427,766896,90
230427,766897,91
230428,766899,90
230428,766900,91
230428,766901,92
230429,766903,90
230429,766904,91
230429,766905,92
230430,766907,90
230431,766909,90
230431,766910,91
230434,766914,90
230434,766915,91
230435,766917,90
230436,766919,90
230436,766920,91
230436,766921,92
230438,766924,90
230438,766925,91
230438,766926,92
230439,766928,90
230440,766930,90
230440,766931,91
230441,766933,90
230441,766934,91
230441,766935,92
230442,766937,90
230443,766939,90
230443,766940,91
230445,766943,90
230446,766945,90
230446,766946,91
230446,766947,92
230448,766950,90
230448,766951,91
230450,766954,90
230451,766956,90
230451,766957,91
230452,766959,90
230452,766960,91
230452,766961,92
230454,766964,90
230454,766965,91
230454,766966,92
230455,766968,90
230455,766969,91
230456,766971,90
230457,766973,90
230458,766975,90
230458,766976,91
230458,766977,92
230459,766979,90
230459,766980,91
230459,766981,92
230460,766983,90
230460,766984,91
230461,766986,90
230461,766987,91
230461,766988,92
230462,766990,90
230462,766991,91
230463,766993,90
230466,766997,90
230467,766999,90
230467,767000,91
230467,767001,92
230468,767003,90
230468,767004,91
230470,767007,90
230471,767009,90
230471,767010,91
230471,767011,92
230472,767013,90
230472,767014,91
230473,767016,90
230473,767017,91
230473,767018,92
230474,767020,90
230475,767022,90
230475,767023,91
230165,766235,90
230165,766236,91
230166,766238,90
230166,766239,91
230166,766240,92
230167,766242,90
230167,766243,91
230167,766244,92
230168,766246,90
230168,766247,91
230168,766248,92
230481,767041,90
230482,767043,90
230482,767044,91
230482,767045,92
230483,767047,90
230483,767048,91
230485,767051,90
230485,767052,91
230487,767055,90
230487,767056,91
230487,767057,92
230488,767059,90
230489,767061,90
230489,767062,91
230490,767064,90
230491,767066,90
230491,767067,91
230491,767068,92
230494,767072,90
230494,767073,91
230495,767075,90
230496,767077,90
230496,767078,91
230496,767079,92
230497,767081,90
230497,767082,91
230498,767084,90
230498,767085,91
230498,767086,92
230499,767088,90
230500,767090,90
230500,767091,91
230500,767092,92
230501,767094,90
230501,767095,91
230501,767096,92
230502,767098,90
230503,767100,90
230503,767101,91
230503,767102,92
230504,767104,90
230504,767105,91
230505,767107,90
230505,767108,91
230505,767109,92
230507,767112,90
230508,767114,90
230508,767115,91
230509,767117,90
230509,767118,91
230510,767120,90
230510,767121,91
230510,767122,92
230511,767124,90
230513,767127,90
230513,767128,91
230514,767130,90
230514,767131,91
230514,767132,92
230515,767134,90
230516,767136,90
230516,767137,91
230516,767138,92
230517,767140,90
230517,767141,91
230517,767142,92
230518,767144,90
230520,767147,90
230520,767148,91
230477,767026,90
230477,767027,91
230477,767028,92
230478,767030,90
230478,767031,91
230479,767033,90
230479,767034,91
230479,767035,92
230480,767037,90
230480,767038,91
230480,767039,92
230525,767165,90
230525,767166,91
230525,767167,92
230526,767169,90
230526,767170,91
230526,767171,92
230527,767173,90
230527,767174,91
230527,767175,92
230528,767177,90
230528,767178,91
230529,767180,90
230529,767181,91
230529,767182,92
230531,767185,90
230532,767187,90
230532,767188,91
230533,767190,90
230533,767191,91
230535,767194,90
230536,767196,90
230536,767197,91
230536,767198,92
230537,767200,90
230537,767201,91
230537,767202,92
230538,767204,90
230539,767206,90
230539,767207,91
230539,767208,92
230540,767210,90
230540,767211,91
230541,767213,90
230541,767214,91
230543,767217,90
230543,767218,91
230543,767219,92
230544,767221,90
230545,767223,90
230545,767224,91
230547,767227,90
230547,767228,91
230547,767229,92
230548,767231,90
230548,767232,91
230548,767233,92
230550,767236,90
230550,767237,91
230550,767238,92
230551,767240,90
230551,767241,91
230552,767243,90
230553,767245,90
230553,767246,91
230554,767248,90
230554,767249,91
230554,767250,92
230555,767252,90
230557,767255,90
230557,767256,91
230558,767258,90
230559,767260,90
230559,767261,91
230559,767262,92
230561,767265,90
230561,767266,91
230561,767267,92
230563,767270,90
230563,767271,91
230564,767273,90
230565,767275,90
230565,767276,91
230565,767277,92
230566,767279,90
230566,767280,91
230568,767283,90
230568,767284,91
230568,767285,92
230569,767287,90
230569,767288,91
230569,767289,92
230570,767291,90
230570,767292,91
230572,767295,90
230574,767298,90
230574,767299,91
230574,767300,92
230575,767302,90
230575,767303,91
230575,767304,92
230576,767306,90
230576,767307,91
230577,767309,90
230577,767310,91
230578,767312,90
230578,767313,91
230578,767314,92
230579,767316,90
230579,767317,91
230579,767318,92
230580,767320,90
230580,767321,91
230580,767322,92
230521,767150,90
230521,767151,91
230521,767152,92
230522,767154,90
230522,767155,91
230522,767156,92
230523,767158,90
230523,767159,91
230523,767160,92
230524,767162,90
230524,767163,91
230589,767356,90
230590,767358,90
230590,767359,91
230590,767360,92
230591,767362,90
230591,767363,91
230591,767364,92
230592,767366,90
230592,767367,91
230592,767368,92
230593,767370,90
230593,767371,91
230593,767372,92
230594,767374,90
230594,767375,91
230594,767376,92
230595,767378,90
230595,767379,91
230595,767380,92
230596,767382,90
230596,767383,91
230596,767384,92
230597,767386,90
230597,767387,91
230597,767388,92
230598,767390,90
230598,767391,91
230598,767392,92
230599,767394,90
230599,767395,91
230600,767397,90
230600,767398,91
230600,767399,92
230601,767401,90
230601,767402,91
230601,767403,92
230602,767405,90
230602,767406,91
230602,767407,92
230603,767409,90
230603,767410,91
230603,767411,92
230604,767413,90
230604,767414,91
230604,767415,92
230605,767417,90
230605,767418,91
230605,767419,92
230606,767421,90
230606,767422,91
230607,767424,90
230607,767425,91
230607,767426,92
230608,767428,90
230608,767429,91
230608,767430,92
230609,767432,90
230609,767433,91
230609,767434,92
230610,767436,90
230610,767437,91
230610,767438,92
230611,767440,90
230612,767442,90
230612,767443,91
230612,767444,92
230613,767446,90
230613,767447,91
230613,767448,92
230614,767450,90
230614,767451,91
230614,767452,92
230615,767454,90
230615,767455,91
230615,767456,92
230616,767458,90
230616,767459,91
230616,767460,92
230617,767462,90
230617,767463,91
230617,767464,92
230618,767466,90
230618,767467,91
230618,767468,92
230619,767470,90
230619,767471,91
230619,767472,92
230620,767474,90
230620,767475,91
230620,767476,92
230621,767478,90
230621,767479,91
230621,767480,92
230622,767482,90
230622,767483,91
230622,767484,92
230623,767486,90
230623,767487,91
230623,767488,92
230624,767490,90
230624,767491,91
230625,767493,90
230625,767494,91
230626,767496,90
230626,767497,91
230626,767498,92
230627,767500,90
230627,767501,91
230627,767502,92
230628,767504,90
230628,767505,91
230628,767506,92
230629,767508,90
230629,767509,91
230629,767510,92
230630,767512,90
230630,767513,91
230630,767514,92
230631,767516,90
230631,767517,91
230631,767518,92
230632,767520,90
230632,767521,91
230632,767522,92
230633,767524,90
230633,767525,91
230633,767526,92
230634,767528,90
230634,767529,91
230634,767530,92
230635,767532,90
230635,767533,91
230635,767534,92
230636,767536,90
230636,767537,91
230636,767538,92
230637,767540,90
230637,767541,91
230637,767542,92
230638,767544,90
230638,767545,91
230638,767546,92
230639,767548,90
230639,767549,91
230639,767550,92
230640,767552,90
230640,767553,91
230640,767554,92
230641,767556,90
230641,767557,91
230641,767558,92
230642,767560,90
230643,767562,90
230643,767563,91
230643,767564,92
230644,767566,90
230644,767567,91
230644,767568,92
230645,767570,90
230645,767571,91
230645,767572,92
230646,767574,90
230646,767575,91
230646,767576,92
230647,767578,90
230647,767579,91
230647,767580,92
230648,767582,90
230648,767583,91
230648,767584,92
230649,767586,90
230649,767587,91
230649,767588,92
230650,767590,90
230650,767591,91
230650,767592,92
230651,767594,90
230651,767595,91
230651,767596,92
230652,767598,90
230581,767324,90
230581,767325,91
230581,767326,92
230582,767328,90
230582,767329,91
230582,767330,92
230583,767332,90
230583,767333,91
230583,767334,92
230584,767336,90
230584,767337,91
230584,767338,92
230585,767340,90
230585,767341,91
230585,767342,92
230586,767344,90
230586,767345,91
230586,767346,92
230587,767348,90
230587,767349,91
230587,767350,92
230588,767352,90
230588,767353,91
230588,767354,92
230661,767632,90
230661,767633,91
230661,767634,92
230662,767636,90
230662,767637,91
230662,767638,92
230663,767640,90
230663,767641,91
230663,767642,92
230664,767644,90
230665,767646,90
230665,767647,91
230666,767649,90
230666,767650,91
230666,767651,92
230667,767653,90
230667,767654,91
230667,767655,92
230668,767657,90
230668,767658,91
230668,767659,92
230669,767661,90
230669,767662,91
230669,767663,92
230670,767665,90
230671,767667,90
230671,767668,91
230672,767670,90
230672,767671,91
230672,767672,92
230673,767674,90
230673,767675,91
230673,767676,92
230674,767678,90
230674,767679,91
230674,767680,92
230675,767682,90
230676,767684,90
230676,767685,91
230676,767686,92
230677,767688,90
230677,767689,91
230677,767690,92
230678,767692,90
230678,767693,91
230678,767694,92
230679,767696,90
230679,767697,91
230679,767698,92
230680,767700,90
230681,767702,90
230681,767703,91
230681,767704,92
230682,767706,90
230682,767707,91
230682,767708,92
230683,767710,90
230683,767711,91
230683,767712,92
230684,767714,90
230685,767716,90
230685,767717,91
230685,767718,92
230686,767720,90
230686,767721,91
230687,767723,90
230687,767724,91
230687,767725,92
230688,767727,90
230688,767728,91
230688,767729,92
230689,767731,90
230689,767732,91
230689,767733,92
230690,767735,90
230691,767737,90
230691,767738,91
230691,767739,92
230692,767741,90
230692,767742,91
230692,767743,92
230693,767745,90
230693,767746,91
230693,767747,92
230694,767749,90
230694,767750,91
230694,767751,92
230695,767753,90
230695,767754,91
230697,767757,90
230697,767758,91
230697,767759,92
230698,767761,90
230699,767763,90
230699,767764,91
230699,767765,92
230700,767767,90
230700,767768,91
230701,767770,90
230702,767772,90
230702,767773,91
230702,767774,92
230703,767776,90
230703,767777,91
230703,767778,92
230704,767780,90
230704,767781,91
230704,767782,92
230705,767784,90
230705,767785,91
230705,767786,92
230706,767788,90
230706,767789,91
230706,767790,92
230707,767792,90
230708,767794,90
230708,767795,91
230708,767796,92
230709,767798,90
230709,767799,91
230709,767800,92
230710,767802,90
230710,767803,91
230711,767805,90
230711,767806,91
230711,767807,92
230712,767809,90
230712,767810,91
230712,767811,92
230713,767813,90
230713,767814,91
230713,767815,92
230714,767817,90
230714,767818,91
230715,767820,90
230715,767821,91
230715,767822,92
230717,767825,90
230717,767826,91
230717,767827,92
230718,767829,90
230718,767830,91
230718,767831,92
230719,767833,90
230719,767834,91
230719,767835,92
230720,767837,90
230720,767838,91
230720,767839,92
230721,767841,90
230721,767842,91
230721,767843,92
230722,767845,90
230722,767846,91
230722,767847,92
230723,767849,90
230723,767850,91
230723,767851,92
230724,767853,90
230724,767854,91
230724,767855,92
230653,767600,90
230653,767601,91
230653,767602,92
230654,767604,90
230654,767605,91
230654,767606,92
230655,767608,90
230655,767609,91
230655,767610,92
230656,767612,90
230656,767613,91
230656,767614,92
230657,767616,90
230657,767617,91
230657,767618,92
230658,767620,90
230658,767621,91
230658,767622,92
230659,767624,90
230659,767625,91
230659,767626,92
230660,767628,90
230660,767629,91
230660,767630,92
230729,767872,90
230729,767873,91
230730,767875,90
230731,767877,90
230731,767878,91
230731,767879,92
230732,767881,90
230732,767882,91
230733,767884,90
230734,767886,90
230734,767887,91
230734,767888,92
230735,767890,90
230735,767891,91
230735,767892,92
230736,767894,90
230736,767895,91
230736,767896,92
230737,767898,90
230738,767900,90
230738,767901,91
230738,767902,92
230739,767904,90
230739,767905,91
230740,767907,90
230740,767908,91
230740,767909,92
230741,767911,90
230741,767912,91
230741,767913,92
230742,767915,90
230743,767917,90
230743,767918,91
230744,767920,90
230744,767921,91
230744,767922,92
230745,767924,90
230745,767925,91
230745,767926,92
230746,767928,90
230747,767930,90
230747,767931,91
230748,767933,90
230748,767934,91
230748,767935,92
230749,767937,90
230750,767939,90
230750,767940,91
230750,767941,92
230751,767943,90
230751,767944,91
230752,767946,90
230752,767947,91
230752,767948,92
230753,767950,90
230753,767951,91
230753,767952,92
230754,767954,90
230754,767955,91
230755,767957,90
230755,767958,91
230755,767959,92
230756,767961,90
230756,767962,91
230756,767963,92
230757,767965,90
230758,767967,90
230758,767968,91
230758,767969,92
230759,767971,90
230759,767972,91
230760,767974,90
230761,767976,90
230761,767977,91
230762,767979,90
230762,767980,91
230762,767981,92
230763,767983,90
230763,767984,91
230764,767986,90
230764,767987,91
230764,767988,92
230765,767990,90
230765,767991,91
230765,767992,92
230766,767994,90
230767,767996,90
230768,767998,90
230768,767999,91
230768,768000,92
230769,768002,90
230769,768003,91
230769,768004,92
230770,768006,90
230770,768007,91
230770,768008,92
230771,768010,90
230771,768011,91
230772,768013,90
230772,768014,91
230772,768015,92
230725,767857,90
230725,767858,91
230725,767859,92
230726,767861,90
230726,767862,91
230726,767863,92
230727,767865,90
230727,767866,91
230727,767867,92
230728,767869,90
230728,767870,91
230781,768049,90
230781,768050,91
230781,768051,92
230782,768053,90
230782,768054,91
230782,768055,92
230783,768057,90
230783,768058,91
230783,768059,92
230784,768061,90
230784,768062,91
230784,768063,92
230785,768065,90
230786,768067,90
230787,768069,90
230787,768070,91
230787,768071,92
230788,768073,90
230788,768074,91
230789,768076,90
230789,768077,91
230789,768078,92
230790,768080,90
230791,768082,90
230791,768083,91
230792,768085,90
230792,768086,91
230792,768087,92
230793,768089,90
230793,768090,91
230793,768091,92
230794,768093,90
230795,768095,90
230795,768096,91
230796,768098,90
230796,768099,91
230796,768100,92
230797,768102,90
230797,768103,91
230798,768105,90
230798,768106,91
230798,768107,92
230799,768109,90
230800,768111,90
230800,768112,91
230800,768113,92
230801,768115,90
230802,768117,90
230802,768118,91
230802,768119,92
230803,768121,90
230803,768122,91
230803,768123,92
230804,768125,90
230804,768126,91
230805,768128,90
230806,768130,90
230807,768132,90
230807,768133,91
230807,768134,92
230808,768136,90
230808,768137,91
230809,768139,90
230809,768140,91
230809,768141,92
230810,768143,90
230810,768144,91
230810,768145,92
230811,768147,90
230811,768148,91
230812,768150,90
230812,768151,91
230812,768152,92
230813,768154,90
230813,768155,91
230813,768156,92
230814,768158,90
230815,768160,90
230815,768161,91
230815,768162,92
230816,768164,90
230816,768165,91
230816,768166,92
230817,768168,90
230817,768169,91
230818,768171,90
230819,768173,90
230819,768174,91
230819,768175,92
230820,768177,90
230820,768178,91
230820,768179,92
230821,768181,90
230821,768182,91
230821,768183,92
230822,768185,90
230822,768186,91
230822,768187,92
230823,768189,90
230823,768190,91
230823,768191,92
230824,768193,90
230824,768194,91
230824,768195,92
230825,768197,90
230826,768199,90
230826,768200,91
230826,768201,92
230827,768203,90
230827,768204,91
230827,768205,92
230828,768207,90
230829,768209,90
230830,768211,90
230830,768212,91
230830,768213,92
230831,768215,90
230831,768216,91
230831,768217,92
230832,768219,90
230832,768220,91
230833,768222,90
230833,768223,91
230833,768224,92
230834,768226,90
230835,768228,90
230835,768229,91
230835,768230,92
230836,768232,90
230836,768233,91
230836,768234,92
230837,768236,90
230837,768237,91
230837,768238,92
230839,768241,90
230839,768242,91
230840,768244,90
230841,768246,90
230841,768247,91
230841,768248,92
230842,768250,90
230842,768251,91
230842,768252,92
230843,768254,90
230843,768255,91
230843,768256,92
230844,768258,90
230844,768259,91
230845,768261,90
230845,768262,91
230845,768263,92
230846,768265,90
230846,768266,91
230846,768267,92
230847,768269,90
230847,768270,91
230847,768271,92
230848,768273,90
230848,768274,91
230848,768275,92
230849,768277,90
230850,768279,90
230851,768281,90
230851,768282,91
230851,768283,92
230852,768285,90
230852,768286,91
230853,768288,90
230853,768289,91
230853,768290,92
230854,768292,90
230854,768293,91
230854,768294,92
230855,768296,90
230855,768297,91
230855,768298,92
230856,768300,90
230856,768301,91
230856,768302,92
230857,768304,90
230858,768306,90
230859,768308,90
230859,768309,91
230859,768310,92
230860,768312,90
230860,768313,91
230860,768314,92
230861,768316,90
230863,768319,90
230863,768320,91
230863,768321,92
230864,768323,90
230864,768324,91
230864,768325,92
230865,768327,90
230865,768328,91
230866,768330,90
230866,768331,91
230866,768332,92
230867,768334,90
230867,768335,91
230867,768336,92
230868,768338,90
230868,768339,91
230869,768341,90
230869,768342,91
230869,768343,92
230870,768345,90
230870,768346,91
230870,768347,92
230871,768349,90
230871,768350,91
230871,768351,92
230872,768353,90
230872,768354,91
230872,768355,92
230873,768357,90
230873,768358,91
230873,768359,92
230874,768361,90
230874,768362,91
230874,768363,92
230875,768365,90
230875,768366,91
230875,768367,92
230876,768369,90
230876,768370,91
230876,768371,92
230773,768017,90
230773,768018,91
230773,768019,92
230774,768021,90
230774,768022,91
230774,768023,92
230775,768025,90
230775,768026,91
230775,768027,92
230776,768029,90
230776,768030,91
230776,768031,92
230777,768033,90
230777,768034,91
230777,768035,92
230778,768037,90
230778,768038,91
230778,768039,92
230779,768041,90
230779,768042,91
230779,768043,92
230780,768045,90
230780,768046,91
230780,768047,92
230885,768405,90
230885,768406,91
230885,768407,92
230886,768409,90
230886,768410,91
230886,768411,92
230887,768413,90
230887,768414,91
230887,768415,92
230888,768417,90
230888,768418,91
230888,768419,92
230889,768421,90
230889,768422,91
230889,768423,92
230890,768425,90
230890,768426,91
230891,768428,90
230891,768429,91
230891,768430,92
230892,768432,90
230892,768433,91
230892,768434,92
230893,768436,90
230894,768438,90
230894,768439,91
230894,768440,92
230895,768442,90
230895,768443,91
230895,768444,92
230896,768446,90
230897,768448,90
230897,768449,91
230897,768450,92
230898,768452,90
230898,768453,91
230898,768454,92
230899,768456,90
230899,768457,91
230899,768458,92
230900,768460,90
230900,768461,91
230900,768462,92
230901,768464,90
230901,768465,91
230901,768466,92
230902,768468,90
230902,768469,91
230902,768470,92
230903,768472,90
230903,768473,91
230903,768474,92
230904,768476,90
230904,768477,91
230904,768478,92
230905,768480,90
230905,768481,91
230905,768482,92
230906,768484,90
230906,768485,91
230906,768486,92
230907,768488,90
230907,768489,91
230907,768490,92
230908,768492,90
230908,768493,91
230908,768494,92
230909,768496,90
230909,768497,91
230909,768498,92
230910,768500,90
230910,768501,91
230910,768502,92
230911,768504,90
230911,768505,91
230911,768506,92
230912,768508,90
230913,768510,90
230914,768512,90
230914,768513,91
230914,768514,92
230915,768516,90
230915,768517,91
230915,768518,92
230916,768520,90
230916,768521,91
230916,768522,92
230917,768524,90
230917,768525,91
230917,768526,92
230918,768528,90
230918,768529,91
230918,768530,92
230919,768532,90
230920,768534,90
230921,768536,90
230921,768537,91
230921,768538,92
230922,768540,90
230922,768541,91
230922,768542,92
230923,768544,90
230923,768545,91
230923,768546,92
230924,768548,90
230924,768549,91
230924,768550,92
230925,768552,90
230925,768553,91
230926,768555,90
230926,768556,91
230926,768557,92
230927,768559,90
230927,768560,91
230927,768561,92
230928,768563,90
230928,768564,91
230928,768565,92
230929,768567,90
230930,768569,90
230930,768570,91
230930,768571,92
230931,768573,90
230931,768574,91
230932,768576,90
230932,768577,91
230932,768578,92
230933,768580,90
230933,768581,91
230933,768582,92
230934,768584,90
230934,768585,91
230934,768586,92
230935,768588,90
230936,768590,90
230936,768591,91
230936,768592,92
230937,768594,90
230937,768595,91
230937,768596,92
230938,768598,90
