QtBids,QBid,forT
230026,765868,91
230027,765869,89
230027,765870,90
230028,765871,89
230028,765872,90
230028,765873,91
230028,765874,92
230029,765875,89
230029,765876,90
230030,765877,89
230030,765878,90
230030,765879,91
230031,765880,89
230031,765881,90
230031,765882,91
230031,765883,92
230033,765885,89
230033,765886,90
230035,765888,89
230035,765889,90
230035,765890,91
230035,765891,92
230036,765892,89
230036,765893,90
230036,765894,91
230037,765895,89
230037,765896,90
230037,765897,91
230037,765898,92
230039,765900,89
230039,765901,90
230039,765902,91
230040,765903,89
230040,765904,90
230041,765905,89
230041,765906,90
230041,765907,91
230042,765908,89
230042,765909,90
230042,765910,91
230042,765911,92
230043,765912,89
230043,765913,90
230046,765916,89
230046,765917,90
230047,765918,89
230047,765919,90
230047,765920,91
230048,765921,89
230048,765922,90
230048,765923,91
230048,765924,92
230049,765925,89
230049,765926,90
230051,765928,89
230051,765929,90
230051,765930,91
230051,765931,92
230052,765932,89
230052,765933,90
230052,765934,91
230053,765935,89
230053,765936,90
230053,765937,91
230053,765938,92
230054,765939,89
230054,765940,90
230056,765942,89
230056,765943,90
230056,765944,91
230058,765946,89
230058,765947,90
230058,765948,91
230059,765949,89
230059,765950,90
230059,765951,91
230059,765952,92
230060,765953,89
230060,765954,90
230062,765956,89
230062,765957,90
230062,765958,91
230062,765959,92
230063,765960,89
230063,765961,90
230063,765962,91
230064,765963,89
230064,765964,90
230065,765965,89
230065,765966,90
230065,765967,91
230065,765968,92
230066,765969,89
230066,765970,90
230068,765972,89
230068,765973,90
230068,765974,91
230069,765975,89
230069,765976,90
230070,765977,89
230070,765978,90
230070,765979,91
230071,765980,89
230071,765981,90
230071,765982,91
230071,765983,92
230074,765986,89
230074,765987,90
230074,765988,91
230075,765989,89
230075,765990,90
230076,765991,89
230076,765992,90
230076,765993,91
230076,765994,92
230078,765996,89
230078,765997,90
230078,765998,91
230079,765999,89
230079,766000,90
230079,766001,91
230079,766002,92
230080,766003,89
230080,766004,90
230082,766006,89
230082,766007,90
230082,766008,91
230082,766009,92
230083,766010,89
230083,766011,90
230084,766012,89
230084,766013,90
230084,766014,91
230086,766016,89
230086,766017,90
230086,766018,91
230086,766019,92
230087,766020,89
230087,766021,90
230087,766022,91
230088,766023,89
230088,766024,90
230089,766025,89
230089,766026,90
230090,766027,89
230090,766028,90
230090,766029,91
230092,766031,89
230092,766032,90
230092,766033,91
230092,766034,92
230009,765820,89
230009,765821,90
230009,765822,91
230009,765823,92
230010,765824,89
230010,765825,90
230010,765826,91
230010,765827,92
230011,765828,89
230011,765829,90
230011,765830,91
230012,765831,89
230012,765832,90
230012,765833,91
230012,765834,92
230097,766050,89
230097,766051,90
230097,766052,91
230097,766053,92
230098,766054,89
230098,766055,90
230098,766056,91
230100,766058,89
230100,766059,90
230101,766060,89
230101,766061,90
230101,766062,91
230101,766063,92
230102,766064,89
230102,766065,90
230102,766066,91
230102,766067,92
230103,766068,89
230103,766069,90
230104,766070,89
230104,766071,90
230104,766072,91
230106,766074,89
230106,766075,90
230106,766076,91
230106,766077,92
230107,766078,89
230107,766079,90
230107,766080,91
230108,766081,89
230108,766082,90
230109,766083,89
230109,766084,90
230109,766085,91
230110,766086,89
230110,766087,90
230110,766088,91
230110,766089,92
230111,766090,89
230111,766091,90
230113,766093,89
230113,766094,90
230113,766095,91
230113,766096,92
230114,766097,89
230114,766098,90
230114,766099,91
230114,766100,92
230115,766101,89
230115,766102,90
230115,766103,91
230116,766104,89
230116,766105,90
230117,766106,89
230117,766107,90
230118,766108,89
230118,766109,90
230118,766110,91
230118,766111,92
230120,766113,89
230120,766114,90
230120,766115,91
230121,766116,89
230121,766117,90
230122,766118,89
230122,766119,90
230122,766120,91
230123,766121,89
230123,766122,90
230123,766123,91
230123,766124,92
230125,766126,89
230125,766127,90
230126,766128,89
230126,766129,90
230126,766130,91
230128,766132,89
230128,766133,90
230128,766134,91
230128,766135,92
230129,766136,89
230129,766137,90
230131,766139,89
230131,766140,90
230131,766141,91
230131,766142,92
230132,766143,89
230132,766144,90
230132,766145,91
230134,766147,89
230134,766148,90
230134,766149,91
230134,766150,92
230135,766151,89
230135,766152,90
230135,766153,91
230136,766154,89
230136,766155,90
230138,766157,89
230138,766158,90
230138,766159,91
230139,766160,89
230139,766161,90
230140,766162,89
230140,766163,90
230140,766164,91
230140,766165,92
230141,766166,89
230141,766167,90
230141,766168,91
230143,766170,89
230143,766171,90
230143,766172,91
230143,766173,92
230144,766174,89
230144,766175,90
230145,766176,89
230145,766177,90
230145,766178,91
230146,766179,89
230146,766180,90
230147,766181,89
230147,766182,90
230147,766183,91
230147,766184,92
230149,766186,89
230149,766187,90
230149,766188,91
230149,766189,92
230150,766190,89
230150,766191,90
230150,766192,91
230150,766193,92
230151,766194,89
230151,766195,90
230151,766196,91
230151,766197,92
230152,766198,89
230152,766199,90
230152,766200,91
230153,766201,89
230153,766202,90
230153,766203,91
230154,766204,89
230154,766205,90
230154,766206,91
230154,766207,92
230156,766209,89
230156,766210,90
230157,766211,89
230157,766212,90
230157,766213,91
230157,766214,92
230158,766215,89
230158,766216,90
230158,766217,91
230158,766218,92
230159,766219,89
230159,766220,90
230160,766221,89
230160,766222,90
230160,766223,91
230161,766224,89
230161,766225,90
230161,766226,91
230161,766227,92
230163,766229,89
230163,766230,90
230164,766231,89
230164,766232,90
230164,766233,91
230093,766035,89
230093,766036,90
230093,766037,91
230094,766038,89
230094,766039,90
230094,766040,91
230094,766041,92
230095,766042,89
230095,766043,90
230095,766044,91
230095,766045,92
230096,766046,89
230096,766047,90
230096,766048,91
230096,766049,92
230170,766250,89
230170,766251,90
230170,766252,91
230170,766253,92
230171,766254,89
230171,766255,90
230172,766256,89
230172,766257,90
230172,766258,91
230173,766259,89
230173,766260,90
230173,766261,91
230173,766262,92
230174,766263,89
230174,766264,90
230174,766265,91
230175,766266,89
230175,766267,90
230177,766269,89
230177,766270,90
230179,766272,89
230179,766273,90
230179,766274,91
230180,766275,89
230180,766276,90
230180,766277,91
230180,766278,92
230181,766279,89
230181,766280,90
230181,766281,91
230182,766282,89
230182,766283,90
230182,766284,91
230182,766285,92
230184,766287,89
230184,766288,90
230185,766289,89
230185,766290,90
230185,766291,91
230187,766293,89
230187,766294,90
230187,766295,91
230187,766296,92
230188,766297,89
230188,766298,90
230189,766299,89
230189,766300,90
230191,766302,89
230191,766303,90
230191,766304,91
230191,766305,92
230192,766306,89
230192,766307,90
230192,766308,91
230193,766309,89
230193,766310,90
230195,766312,89
230195,766313,90
230195,766314,91
230196,766315,89
230196,766316,90
230196,766317,91
230196,766318,92
230197,766319,89
230197,766320,90
230198,766321,89
230198,766322,90
230198,766323,91
230200,766325,89
230200,766326,90
230200,766327,91
230200,766328,92
230201,766329,89
230201,766330,90
230201,766331,91
230203,766333,89
230203,766334,90
230204,766335,89
230204,766336,90
230204,766337,91
230204,766338,92
230205,766339,89
230205,766340,90
230205,766341,91
230206,766342,89
230206,766343,90
230206,766344,91
230206,766345,92
230207,766346,89
230207,766347,90
230209,766349,89
230209,766350,90
230211,766352,89
230211,766353,90
230211,766354,91
230211,766355,92
230212,766356,89
230212,766357,90
230212,766358,91
230213,766359,89
230213,766360,90
230213,766361,91
230215,766363,89
230215,766364,90
230215,766365,91
230215,766366,92
230216,766367,89
230216,766368,90
230217,766369,89
230217,766370,90
230217,766371,91
230218,766372,89
230218,766373,90
230218,766374,91
230218,766375,92
230219,766376,89
230219,766377,90
230221,766379,89
230221,766380,90
230222,766381,89
230222,766382,90
230222,766383,91
230222,766384,92
230223,766385,89
230223,766386,90
230223,766387,91
230226,766390,89
230226,766391,90
230227,766392,89
230227,766393,90
230227,766394,91
230227,766395,92
230228,766396,89
230228,766397,90
230228,766398,91
230229,766399,89
230229,766400,90
230229,766401,91
230229,766402,92
230230,766403,89
230230,766404,90
230230,766405,91
230231,766406,89
230231,766407,90
230233,766409,89
230233,766410,90
230233,766411,91
230233,766412,92
230234,766413,89
230234,766414,90
230234,766415,91
230235,766416,89
230235,766417,90
230237,766419,89
230237,766420,90
230237,766421,91
230237,766422,92
230238,766423,89
230238,766424,90
230239,766425,89
230239,766426,90
230239,766427,91
230241,766429,89
230241,766430,90
230241,766431,91
230242,766432,89
230242,766433,90
230243,766434,89
230243,766435,90
230243,766436,91
230243,766437,92
230245,766439,89
230245,766440,90
230247,766442,89
230247,766443,90
230247,766444,91
230248,766445,89
230248,766446,90
230248,766447,91
230248,766448,92
230249,766449,89
230249,766450,90
230250,766451,89
230250,766452,90
230250,766453,91
230251,766454,89
230251,766455,90
230251,766456,91
230251,766457,92
230254,766460,89
230254,766461,90
230254,766462,91
230255,766463,89
230255,766464,90
230256,766465,89
230256,766466,90
230256,766467,91
230256,766468,92
230258,766470,89
230258,766471,90
230258,766472,91
230259,766473,89
230259,766474,90
230259,766475,91
230259,766476,92
230260,766477,89
230260,766478,90
230261,766479,89
230261,766480,90
230262,766481,89
230262,766482,90
230262,766483,91
230262,766484,92
230264,766486,89
230264,766487,90
230264,766488,91
230265,766489,89
230265,766490,90
230265,766491,91
230267,766493,89
230267,766494,90
230267,766495,91
230267,766496,92
230268,766497,89
230268,766498,90
230269,766499,89
230269,766500,90
230269,766501,91
230270,766502,89
230270,766503,90
230272,766505,89
230272,766506,90
230272,766507,91
230272,766508,92
230273,766509,89
230273,766510,90
230275,766512,89
230275,766513,90
230275,766514,91
230276,766515,89
230276,766516,90
230276,766517,91
230276,766518,92
230278,766520,89
230278,766521,90
230278,766522,91
230279,766523,89
230279,766524,90
230280,766525,89
230280,766526,90
230280,766527,91
230280,766528,92
230281,766529,89
230281,766530,90
230282,766531,89
230282,766532,90
230282,766533,91
230283,766534,89
230283,766535,90
230283,766536,91
230283,766537,92
230284,766538,89
230284,766539,90
230284,766540,91
230284,766541,92
230285,766542,89
230285,766543,90
230285,766544,91
230285,766545,92
230286,766546,89
230286,766547,90
230286,766548,91
230288,766550,89
230288,766551,90
230290,766553,89
230290,766554,90
230290,766555,91
230291,766556,89
230291,766557,90
230291,766558,91
230291,766559,92
230292,766560,89
230292,766561,90
230293,766562,89
230293,766563,90
230293,766564,91
230294,766565,89
230294,766566,90
230295,766567,89
230295,766568,90
230295,766569,91
230295,766570,92
230297,766572,89
230297,766573,90
230297,766574,91
230297,766575,92
230299,766577,89
230299,766578,90
230299,766579,91
230300,766580,89
230300,766581,90
230301,766582,89
230301,766583,90
230301,766584,91
230301,766585,92
230302,766586,89
230302,766587,90
230302,766588,91
230303,766589,89
230303,766590,90
230306,766593,89
230306,766594,90
230307,766595,89
230307,766596,90
230307,766597,91
230308,766598,89
230308,766599,90
230308,766600,91
230308,766601,92
230309,766602,89
230309,766603,90
230310,766604,89
230310,766605,90
230310,766606,91
230312,766608,89
230312,766609,90
230312,766610,91
230312,766611,92
230313,766612,89
230313,766613,90
230313,766614,91
230314,766615,89
230314,766616,90
230315,766617,89
230315,766618,90
230315,766619,91
230315,766620,92
230317,766622,89
230317,766623,90
230317,766624,91
230318,766625,89
230318,766626,90
230318,766627,91
230318,766628,92
230320,766630,89
230320,766631,90
230321,766632,89
230321,766633,90
230321,766634,91
230322,766635,89
230322,766636,90
230324,766638,89
230324,766639,90
230324,766640,91
230324,766641,92
230326,766643,89
230326,766644,90
230326,766645,91
230327,766646,89
230327,766647,90
230327,766648,91
230327,766649,92
230328,766650,89
230328,766651,90
230330,766653,89
230330,766654,90
230330,766655,91
230330,766656,92
230331,766657,89
230331,766658,90
230332,766659,89
230332,766660,90
230332,766661,91
230333,766662,89
230333,766663,90
230335,766665,89
230335,766666,90
230335,766667,91
230336,766668,89
230336,766669,90
230336,766670,91
230336,766671,92
230337,766672,89
230337,766673,90
230337,766674,91
230338,766675,89
230338,766676,90
230338,766677,91
230338,766678,92
230340,766680,89
230340,766681,90
230341,766682,89
230341,766683,90
230341,766684,91
230341,766685,92
230342,766686,89
230342,766687,90
230342,766688,91
230343,766689,89
230343,766690,90
230345,766692,89
230345,766693,90
230345,766694,91
230347,766696,89
230347,766697,90
230348,766698,89
230348,766699,90
230348,766700,91
230348,766701,92
230349,766702,89
230349,766703,90
230349,766704,91
230351,766706,89
230351,766707,90
230352,766708,89
230352,766709,90
230352,766710,91
230352,766711,92
230353,766712,89
230353,766713,90
230353,766714,91
230354,766715,89
230354,766716,90
230355,766717,89
230355,766718,90
230355,766719,91
230355,766720,92
230357,766722,89
230357,766723,90
230358,766724,89
230358,766725,90
230358,766726,91
230358,766727,92
230360,766729,89
230360,766730,90
230360,766731,91
230361,766732,89
230361,766733,90
230362,766734,89
230362,766735,90
230362,766736,91
230362,766737,92
230363,766738,89
230363,766739,90
230363,766740,91
230365,766742,89
230365,766743,90
230365,766744,91
230365,766745,92
230366,766746,89
230366,766747,90
230368,766749,89
230368,766750,90
230368,766751,91
230369,766752,89
230369,766753,90
230370,766754,89
230370,766755,90
230370,766756,91
230370,766757,92
230372,766759,89
230372,766760,90
230372,766761,91
230374,766763,89
230374,766764,90
230374,766765,91
230374,766766,92
230375,766767,89
230375,766768,90
230376,766769,89
230376,766770,90
230376,766771,91
230378,766773,89
230378,766774,90
230378,766775,91
230379,766776,89
230379,766777,90
230380,766778,89
230380,766779,90
230380,766780,91
230380,766781,92
230381,766782,89
230381,766783,90
230381,766784,91
230381,766785,92
230383,766787,89
230383,766788,90
230383,766789,91
230384,766790,89
230384,766791,90
230385,766792,89
230385,766793,90
230385,766794,91
230385,766795,92
230386,766796,89
230386,766797,90
230388,766799,89
230388,766800,90
230388,766801,91
230389,766802,89
230389,766803,90
230389,766804,91
230389,766805,92
230391,766807,89
230391,766808,90
230392,766809,89
230392,766810,90
230392,766811,91
230393,766812,89
230393,766813,90
230394,766814,89
230394,766815,90
230394,766816,91
230396,766818,89
230396,766819,90
230396,766820,91
230396,766821,92
230397,766822,89
230397,766823,90
230397,766824,91
230398,766825,89
230398,766826,90
230399,766827,89
230399,766828,90
230399,766829,91
230399,766830,92
230401,766832,89
230401,766833,90
230403,766835,89
230403,766836,90
230403,766837,91
230403,766838,92
230404,766839,89
230404,766840,90
230404,766841,91
230405,766842,89
230405,766843,90
230405,766844,91
230405,766845,92
230407,766847,89
230407,766848,90
230408,766849,89
230408,766850,90
230408,766851,91
230409,766852,89
230409,766853,90
230409,766854,91
230409,766855,92
230411,766857,89
230411,766858,90
230412,766859,89
230412,766860,90
230412,766861,91
230414,766863,89
230414,766864,90
230415,766865,89
230415,766866,90
230415,766867,91
230415,766868,92
230416,766869,89
230416,766870,90
230416,766871,91
230417,766872,89
230417,766873,90
230417,766874,91
230419,766876,89
230419,766877,90
230419,766878,91
230419,766879,92
230420,766880,89
230420,766881,90
230421,766882,89
230421,766883,90
230421,766884,91
230421,766885,92
230422,766886,89
230422,766887,90
230424,766889,89
230424,766890,90
230424,766891,91
230426,766893,89
230426,766894,90
230427,766895,89
230427,766896,90
230427,766897,91
230428,766898,89
230428,766899,90
230428,766900,91
230428,766901,92
230429,766902,89
230429,766903,90
230429,766904,91
230429,766905,92
230430,766906,89
230430,766907,90
230431,766908,89
230431,766909,90
230431,766910,91
230434,766913,89
230434,766914,90
230434,766915,91
230435,766916,89
230435,766917,90
230436,766918,89
230436,766919,90
230436,766920,91
230436,766921,92
230438,766923,89
230438,766924,90
230438,766925,91
230438,766926,92
230439,766927,89
230439,766928,90
230440,766929,89
230440,766930,90
230440,766931,91
230441,766932,89
230441,766933,90
230441,766934,91
230441,766935,92
230442,766936,89
230442,766937,90
230443,766938,89
230443,766939,90
230443,766940,91
230445,766942,89
230445,766943,90
230446,766944,89
230446,766945,90
230446,766946,91
230446,766947,92
230448,766949,89
230448,766950,90
230448,766951,91
230450,766953,89
230450,766954,90
230451,766955,89
230451,766956,90
230451,766957,91
230452,766958,89
230452,766959,90
230452,766960,91
230452,766961,92
230454,766963,89
230454,766964,90
230454,766965,91
230454,766966,92
230455,766967,89
230455,766968,90
230455,766969,91
230456,766970,89
230456,766971,90
230457,766972,89
230457,766973,90
230458,766974,89
230458,766975,90
230458,766976,91
230458,766977,92
230459,766978,89
230459,766979,90
230459,766980,91
230459,766981,92
230460,766982,89
230460,766983,90
230460,766984,91
230461,766985,89
230461,766986,90
230461,766987,91
230461,766988,92
230462,766989,89
230462,766990,90
230462,766991,91
230463,766992,89
230463,766993,90
230466,766996,89
230466,766997,90
230467,766998,89
230467,766999,90
230467,767000,91
230467,767001,92
230468,767002,89
230468,767003,90
230468,767004,91
230470,767006,89
230470,767007,90
230471,767008,89
230471,767009,90
230471,767010,91
230471,767011,92
230472,767012,89
230472,767013,90
230472,767014,91
230473,767015,89
230473,767016,90
230473,767017,91
230473,767018,92
230474,767019,89
230474,767020,90
230475,767021,89
230475,767022,90
230475,767023,91
230165,766234,89
230165,766235,90
230165,766236,91
230166,766237,89
230166,766238,90
230166,766239,91
230166,766240,92
230167,766241,89
230167,766242,90
230167,766243,91
230167,766244,92
230168,766245,89
230168,766246,90
230168,766247,91
230168,766248,92
230481,767040,89
230481,767041,90
230482,767042,89
230482,767043,90
230482,767044,91
230482,767045,92
230483,767046,89
230483,767047,90
230483,767048,91
230485,767050,89
230485,767051,90
230485,767052,91
230487,767054,89
230487,767055,90
230487,767056,91
230487,767057,92
230488,767058,89
230488,767059,90
230489,767060,89
230489,767061,90
230489,767062,91
230490,767063,89
230490,767064,90
230491,767065,89
230491,767066,90
230491,767067,91
230491,767068,92
230494,767071,89
230494,767072,90
230494,767073,91
230495,767074,89
230495,767075,90
230496,767076,89
230496,767077,90
230496,767078,91
230496,767079,92
230497,767080,89
230497,767081,90
230497,767082,91
230498,767083,89
230498,767084,90
230498,767085,91
230498,767086,92
230499,767087,89
230499,767088,90
230500,767089,89
230500,767090,90
230500,767091,91
230500,767092,92
230501,767093,89
230501,767094,90
230501,767095,91
230501,767096,92
230502,767097,89
230502,767098,90
230503,767099,89
230503,767100,90
230503,767101,91
230503,767102,92
230504,767103,89
230504,767104,90
230504,767105,91
230505,767106,89
230505,767107,90
230505,767108,91
230505,767109,92
230507,767111,89
230507,767112,90
230508,767113,89
230508,767114,90
230508,767115,91
230509,767116,89
230509,767117,90
230509,767118,91
230510,767119,89
230510,767120,90
230510,767121,91
230510,767122,92
230511,767123,89
230511,767124,90
230513,767126,89
230513,767127,90
230513,767128,91
230514,767129,89
230514,767130,90
230514,767131,91
230514,767132,92
230515,767133,89
230515,767134,90
230516,767135,89
230516,767136,90
230516,767137,91
230516,767138,92
230517,767139,89
230517,767140,90
230517,767141,91
230517,767142,92
230518,767143,89
230518,767144,90
230520,767146,89
230520,767147,90
230520,767148,91
230477,767025,89
230477,767026,90
230477,767027,91
230477,767028,92
230478,767029,89
230478,767030,90
230478,767031,91
230479,767032,89
230479,767033,90
230479,767034,91
230479,767035,92
230480,767036,89
230480,767037,90
230480,767038,91
230480,767039,92
230525,767164,89
230525,767165,90
230525,767166,91
230525,767167,92
230526,767168,89
230526,767169,90
230526,767170,91
230526,767171,92
230527,767172,89
230527,767173,90
230527,767174,91
230527,767175,92
230528,767176,89
230528,767177,90
230528,767178,91
230529,767179,89
230529,767180,90
230529,767181,91
230529,767182,92
230531,767184,89
230531,767185,90
230532,767186,89
230532,767187,90
230532,767188,91
230533,767189,89
230533,767190,90
230533,767191,91
230535,767193,89
230535,767194,90
230536,767195,89
230536,767196,90
230536,767197,91
230536,767198,92
230537,767199,89
230537,767200,90
230537,767201,91
230537,767202,92
230538,767203,89
230538,767204,90
230539,767205,89
230539,767206,90
230539,767207,91
230539,767208,92
230540,767209,89
230540,767210,90
230540,767211,91
230541,767212,89
230541,767213,90
230541,767214,91
230543,767216,89
230543,767217,90
230543,767218,91
230543,767219,92
230544,767220,89
230544,767221,90
230545,767222,89
230545,767223,90
230545,767224,91
230547,767226,89
230547,767227,90
230547,767228,91
230547,767229,92
230548,767230,89
230548,767231,90
230548,767232,91
230548,767233,92
230550,767235,89
230550,767236,90
230550,767237,91
230550,767238,92
230551,767239,89
230551,767240,90
230551,767241,91
230552,767242,89
230552,767243,90
230553,767244,89
230553,767245,90
230553,767246,91
230554,767247,89
230554,767248,90
230554,767249,91
230554,767250,92
230555,767251,89
230555,767252,90
230557,767254,89
230557,767255,90
230557,767256,91
230558,767257,89
230558,767258,90
230559,767259,89
230559,767260,90
230559,767261,91
230559,767262,92
230561,767264,89
230561,767265,90
230561,767266,91
230561,767267,92
230563,767269,89
230563,767270,90
230563,767271,91
230564,767272,89
230564,767273,90
230565,767274,89
230565,767275,90
230565,767276,91
230565,767277,92
230566,767278,89
230566,767279,90
230566,767280,91
230568,767282,89
230568,767283,90
230568,767284,91
230568,767285,92
230569,767286,89
230569,767287,90
230569,767288,91
230569,767289,92
230570,767290,89
230570,767291,90
230570,767292,91
230572,767294,89
230572,767295,90
230574,767297,89
230574,767298,90
230574,767299,91
230574,767300,92
230575,767301,89
230575,767302,90
230575,767303,91
230575,767304,92
230576,767305,89
230576,767306,90
230576,767307,91
230577,767308,89
230577,767309,90
230577,767310,91
230578,767311,89
230578,767312,90
230578,767313,91
230578,767314,92
230579,767315,89
230579,767316,90
230579,767317,91
230579,767318,92
230580,767319,89
230580,767320,90
230580,767321,91
230580,767322,92
230521,767149,89
230521,767150,90
230521,767151,91
230521,767152,92
230522,767153,89
230522,767154,90
230522,767155,91
230522,767156,92
230523,767157,89
230523,767158,90
230523,767159,91
230523,767160,92
230524,767161,89
230524,767162,90
230524,767163,91
230589,767355,89
230589,767356,90
230590,767357,89
230590,767358,90
230590,767359,91
230590,767360,92
230591,767361,89
230591,767362,90
230591,767363,91
230591,767364,92
230592,767365,89
230592,767366,90
230592,767367,91
230592,767368,92
230593,767369,89
230593,767370,90
230593,767371,91
230593,767372,92
230594,767373,89
230594,767374,90
230594,767375,91
230594,767376,92
230595,767377,89
230595,767378,90
230595,767379,91
230595,767380,92
230596,767381,89
230596,767382,90
230596,767383,91
230596,767384,92
230597,767385,89
230597,767386,90
230597,767387,91
230597,767388,92
230598,767389,89
230598,767390,90
230598,767391,91
230598,767392,92
230599,767393,89
230599,767394,90
230599,767395,91
230600,767396,89
230600,767397,90
230600,767398,91
230600,767399,92
230601,767400,89
230601,767401,90
230601,767402,91
230601,767403,92
230602,767404,89
230602,767405,90
230602,767406,91
230602,767407,92
230603,767408,89
230603,767409,90
230603,767410,91
230603,767411,92
230604,767412,89
230604,767413,90
230604,767414,91
230604,767415,92
230605,767416,89
230605,767417,90
230605,767418,91
230605,767419,92
230606,767420,89
230606,767421,90
230606,767422,91
230607,767423,89
230607,767424,90
230607,767425,91
230607,767426,92
230608,767427,89
230608,767428,90
230608,767429,91
230608,767430,92
230609,767431,89
230609,767432,90
230609,767433,91
230609,767434,92
230610,767435,89
230610,767436,90
230610,767437,91
230610,767438,92
230611,767439,89
230611,767440,90
230612,767441,89
230612,767442,90
230612,767443,91
230612,767444,92
230613,767445,89
230613,767446,90
230613,767447,91
230613,767448,92
230614,767449,89
230614,767450,90
230614,767451,91
230614,767452,92
230615,767453,89
230615,767454,90
230615,767455,91
230615,767456,92
230616,767457,89
230616,767458,90
230616,767459,91
230616,767460,92
230617,767461,89
230617,767462,90
230617,767463,91
230617,767464,92
230618,767465,89
230618,767466,90
230618,767467,91
230618,767468,92
230619,767469,89
230619,767470,90
230619,767471,91
230619,767472,92
230620,767473,89
230620,767474,90
230620,767475,91
230620,767476,92
230621,767477,89
230621,767478,90
230621,767479,91
230621,767480,92
230622,767481,89
230622,767482,90
230622,767483,91
230622,767484,92
230623,767485,89
230623,767486,90
230623,767487,91
230623,767488,92
230624,767489,89
230624,767490,90
230624,767491,91
230625,767492,89
230625,767493,90
230625,767494,91
230626,767495,89
230626,767496,90
230626,767497,91
230626,767498,92
230627,767499,89
230627,767500,90
230627,767501,91
230627,767502,92
230628,767503,89
230628,767504,90
230628,767505,91
230628,767506,92
230629,767507,89
230629,767508,90
230629,767509,91
230629,767510,92
230630,767511,89
230630,767512,90
230630,767513,91
230630,767514,92
230631,767515,89
230631,767516,90
230631,767517,91
230631,767518,92
230632,767519,89
230632,767520,90
230632,767521,91
230632,767522,92
230633,767523,89
230633,767524,90
230633,767525,91
230633,767526,92
230634,767527,89
230634,767528,90
230634,767529,91
230634,767530,92
230635,767531,89
230635,767532,90
230635,767533,91
230635,767534,92
230636,767535,89
230636,767536,90
230636,767537,91
230636,767538,92
230637,767539,89
230637,767540,90
230637,767541,91
230637,767542,92
230638,767543,89
230638,767544,90
230638,767545,91
230638,767546,92
230639,767547,89
230639,767548,90
230639,767549,91
230639,767550,92
230640,767551,89
230640,767552,90
230640,767553,91
230640,767554,92
230641,767555,89
230641,767556,90
230641,767557,91
230641,767558,92
230642,767559,89
230642,767560,90
230643,767561,89
230643,767562,90
230643,767563,91
230643,767564,92
230644,767565,89
230644,767566,90
230644,767567,91
230644,767568,92
230645,767569,89
230645,767570,90
230645,767571,91
230645,767572,92
230646,767573,89
230646,767574,90
230646,767575,91
230646,767576,92
230647,767577,89
230647,767578,90
230647,767579,91
230647,767580,92
230648,767581,89
230648,767582,90
230648,767583,91
230648,767584,92
230649,767585,89
230649,767586,90
230649,767587,91
230649,767588,92
230650,767589,89
230650,767590,90
230650,767591,91
230650,767592,92
230651,767593,89
230651,767594,90
230651,767595,91
230651,767596,92
230652,767597,89
230652,767598,90
230581,767323,89
230581,767324,90
230581,767325,91
230581,767326,92
230582,767327,89
230582,767328,90
230582,767329,91
230582,767330,92
230583,767331,89
230583,767332,90
230583,767333,91
230583,767334,92
230584,767335,89
230584,767336,90
230584,767337,91
230584,767338,92
230585,767339,89
230585,767340,90
230585,767341,91
230585,767342,92
230586,767343,89
230586,767344,90
230586,767345,91
230586,767346,92
230587,767347,89
230587,767348,90
230587,767349,91
230587,767350,92
230588,767351,89
230588,767352,90
230588,767353,91
230588,767354,92
230661,767631,89
230661,767632,90
230661,767633,91
230661,767634,92
230662,767635,89
230662,767636,90
230662,767637,91
230662,767638,92
230663,767639,89
230663,767640,90
230663,767641,91
230663,767642,92
230664,767643,89
230664,767644,90
230665,767645,89
230665,767646,90
230665,767647,91
230666,767648,89
230666,767649,90
230666,767650,91
230666,767651,92
230667,767652,89
230667,767653,90
230667,767654,91
230667,767655,92
230668,767656,89
230668,767657,90
230668,767658,91
230668,767659,92
230669,767660,89
230669,767661,90
230669,767662,91
230669,767663,92
230670,767664,89
230670,767665,90
230671,767666,89
230671,767667,90
230671,767668,91
230672,767669,89
230672,767670,90
230672,767671,91
230672,767672,92
230673,767673,89
230673,767674,90
230673,767675,91
230673,767676,92
230674,767677,89
230674,767678,90
230674,767679,91
230674,767680,92
230675,767681,89
230675,767682,90
230676,767683,89
230676,767684,90
230676,767685,91
230676,767686,92
230677,767687,89
230677,767688,90
230677,767689,91
230677,767690,92
230678,767691,89
230678,767692,90
230678,767693,91
230678,767694,92
230679,767695,89
230679,767696,90
230679,767697,91
230679,767698,92
230680,767699,89
230680,767700,90
230681,767701,89
230681,767702,90
230681,767703,91
230681,767704,92
230682,767705,89
230682,767706,90
230682,767707,91
230682,767708,92
230683,767709,89
230683,767710,90
230683,767711,91
230683,767712,92
230684,767713,89
230684,767714,90
230685,767715,89
230685,767716,90
230685,767717,91
230685,767718,92
230686,767719,89
230686,767720,90
230686,767721,91
230687,767722,89
230687,767723,90
230687,767724,91
230687,767725,92
230688,767726,89
230688,767727,90
230688,767728,91
230688,767729,92
230689,767730,89
230689,767731,90
230689,767732,91
230689,767733,92
230690,767734,89
230690,767735,90
230691,767736,89
230691,767737,90
230691,767738,91
230691,767739,92
230692,767740,89
230692,767741,90
230692,767742,91
230692,767743,92
230693,767744,89
230693,767745,90
230693,767746,91
230693,767747,92
230694,767748,89
230694,767749,90
230694,767750,91
230694,767751,92
230695,767752,89
230695,767753,90
230695,767754,91
